Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE,Player ID
2026-01-15 20:25:44,7.717,mahzrunner,20.312,3.713,1,8,0,4.962,6,20.312,0,0,2,1,26,128,5,1,0,143
2026-01-23 20:50:49,7.717,mahzrunner,20.909,4.296,1,3,1,5.174,7,20.909,0,0,2,0,23,110,2,3,0,143
2026-01-28 15:08:23,7.717,mahzrunner,25.0,3.875,0,5,2,5.5,7,25,0,0,1,2,34,136,5,1,0,143
2026-02-04 18:43:52,10.717,mahzrunner,23.478,3.719,0,5,0,5.333,2,23.478,0,0,2,0,27,115,2,3,0,143
2026-02-07 19:14:36,10.476,mahzrunner,21.192,3.638,0,16,2,5.344,6,21.192,0,0,2,2,32,151,1,5,0,143
2026-02-10 21:22:07,9.882,mahzrunner,34.091,6.904,0,8,0,5.0,9,34.091,0,0,2,3,45,132,5,0,0,143
2026-02-11 19:51:50,10.46,mahzrunner,23.448,4.33,0,14,1,5.118,8,23.448,0,0,5,1,34,145,3,3,0,143
2026-01-15 20:25:44,9.0,liljakatsuragi,18.621,4.029,1,13,0,4.778,7,18.621,0,0,5,1,27,145,1,5,0,144
2026-01-28 15:08:23,8.236,uy5gf,28.994,4.439,1,8,4,5.388,6,28.994,0,0,1,1,49,169,2,4,0,148
2026-01-06 20:54:30,10.778,Poppysr,37.815,11.409,4,5,1,4.111,19,37.815,0,0,11,3,45,119,3,2,0,153
2026-01-15 20:25:44,10.778,Poppysr,36.765,9.639,3,11,1,4.22,17,36.765,0,0,9,4,50,136,3,3,0,153
2026-01-27 23:01:56,10.849,Poppysr,36.449,8.647,2,4,0,4.513,12,36.449,0,0,4,5,39,107,2,3,0,153
2026-01-28 15:08:23,10.778,Poppysr,25.41,6.637,0,3,0,4.419,13,25.41,0,0,3,5,31,122,1,5,0,153
2026-01-30 05:07:19,10.778,Poppysr,43.165,11.405,4,13,2,4.367,28,43.165,0,0,4,11,60,139,2,4,0,153
2026-02-04 18:43:52,12.292,Poppysr,43.75,12.35,4,7,0,4.612,13,43.75,0,0,12,6,49,112,3,2,0,153
2026-02-07 19:14:36,11.755,Poppysr,38.69,10.834,4,18,0,4.369,21,38.69,0,0,6,12,65,168,2,4,0,153
2026-01-06 20:54:30,6.71,Unborned,16.505,2.59,0,7,1,5.0,3,16.505,0,0,0,1,17,103,0,5,0,155
2026-01-09 00:54:36,6.71,Unborned,17.925,1.983,0,1,2,5.842,2,17.925,0,0,0,2,19,106,0,5,0,155
2026-01-10 19:11:59,6.71,Unborned,31.522,5.645,0,3,0,4.966,6,31.522,0,0,0,2,29,92,2,3,0,155
2026-01-23 20:50:49,6.71,Unborned,25.0,3.274,0,3,1,5.733,3,25,0,0,2,0,30,120,3,2,0,155
2026-02-11 19:51:50,10.0,Skychael,31.902,7.388,1,23,2,4.596,18,31.902,0,0,6,4,52,163,3,3,0,160
2026-01-09 00:54:36,9.02,Lightning,28.125,3.449,0,4,1,5.75,3,28.125,0,0,1,1,36,128,3,2,0,168
2026-01-30 05:07:19,9.02,Lightning,32.09,4.511,0,13,2,5.372,8,32.09,0,0,0,6,43,134,4,2,0,168
2026-01-10 19:11:59,7.297,yashadox,19.811,3.3,0,3,2,5.143,4,19.811,0,0,1,1,21,106,0,5,0,169
2026-01-27 23:01:56,5.761,JustAWeirdo,9.184,1.284,0,5,3,5.444,1,9.184,0,0,0,1,9,98,3,2,0,171
2026-01-06 20:54:30,5.5,TateyamaAyano,9.709,1.824,0,7,0,4.7,3,9.709,0,0,0,3,10,103,0,5,0,174
2026-01-03 18:46:20,8.87,Kirox,30.0,5.219,0,10,1,5.231,10,30,0,0,2,3,39,130,2,3,0,175
2026-01-06 20:54:30,8.914,Kirox,35.2,6.22,1,8,0,5.023,10,35.2,0,0,4,1,44,125,3,2,0,175
2026-01-10 19:11:59,8.87,Kirox,29.508,4.567,0,8,0,5.278,8,29.508,0,0,0,3,36,122,3,2,0,175
2026-02-07 19:14:36,10.513,Kirox,31.126,5.822,0,16,0,5.085,8,31.126,0,0,1,2,47,151,1,5,0,175
2026-01-06 20:54:30,13.554,oh95,48.8,12.019,3,8,0,4.443,23,48.8,0,0,9,6,61,125,3,2,0,177
2026-01-09 00:54:36,13.484,oh95,50.0,10.195,1,3,0,4.969,15,50,0,0,3,5,65,130,3,2,0,177
2026-01-23 20:50:49,13.554,oh95,44.34,10.443,1,7,0,4.66,13,44.34,0,0,2,9,47,106,1,4,0,177
