Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE
,,,,,,,,,,,,,,,,,,,
2026-01-02 00:57:04,12,Baguett,43.151,10.09,10,32,0,4.206,30,52.5,39.706,39.474,14,9,63,146,2,4,0
2026-01-02 00:57:04,14.482,Alkios,42.614,9.965,9,41,1,4.04,36,61.905,41.975,28.302,12,20,75,176,3,2,1
2026-01-02 00:57:04,11.498,Chata,40.458,10.705,10,29,0,3.755,30,38.235,35.593,50,12,10,53,131,3,3,0
2026-01-02 00:57:04,11.709,LelPop,39.007,8.1,7,34,0,4.436,20,42.5,44.643,28.889,13,5,55,141,3,2,1
2026-01-02 00:57:04,11.902,md22,36.879,6.114,3,34,0,4.788,15,35,42.857,31.111,8,5,52,141,3,2,1
2026-01-02 00:57:04,4.613,AnnaYanami,33.333,4.862,3,34,0,5.021,13,47.5,25,31.111,3,7,47,141,3,2,1
2026-01-02 00:57:04,7.135,Flato,31.818,5.021,2,41,1,4.786,18,50,27.16,24.528,4,10,56,176,3,2,1
2026-01-02 00:57:04,7.336,yasashiikumo,31.507,4.509,3,32,1,5.13,11,42.5,26.471,28.947,4,5,46,146,2,4,0
2026-01-02 00:57:04,8.877,chemist,29.008,6.977,8,29,1,4.079,17,38.235,22.034,31.579,11,1,38,131,3,3,0
2026-01-02 00:57:04,6.748,Swapin,28.767,4.017,1,32,0,5.19,14,37.5,22.059,31.579,3,6,42,146,2,4,0
2026-01-02 00:57:04,7.168,rorf,27.273,4.677,4,41,0,4.833,15,33.333,24.691,26.415,5,9,48,176,3,2,1
2026-01-02 00:57:04,3.505,Naizuri,26.241,2.867,0,34,0,5.405,6,27.5,28.571,22.222,2,2,37,141,3,2,1
2026-01-02 00:57:04,5.606,pomo,22.603,4.368,5,32,2,4.848,12,22.5,17.647,31.579,6,3,33,146,2,4,0
2026-01-02 00:57:04,5.596,BigSmo,22.137,4.86,3,29,0,4.345,13,29.412,16.949,23.684,6,4,29,131,3,3,0
2026-01-02 00:57:04,5.768,harges,19.847,2.871,0,29,1,5,8,35.294,15.254,13.158,2,6,26,131,3,3,0
2026-01-02 00:57:04,3,Mangalodon,15.909,1.925,1,41,5,5.321,6,28.571,14.815,7.547,2,2,28,176,3,2,1
,,,,,,,,,,,,,,,,,,,
2026-01-02 08:00:50,24.39,channina,83.221,29.4,19,12,0,3.323,78,93.023,88.333,67.391,25,42,124,149,2,2,1
2026-01-02 08:00:50,23.164,watashiii,78.302,30.129,12,5,0,2.988,60,85.714,81.481,67.742,17,40,83,106,1,3,1
2026-01-02 08:00:50,19.938,ArronChu,74.138,20.433,6,11,0,4,43,64.706,79.245,75.862,9,25,86,116,3,1,1
2026-01-02 08:00:50,17.151,Sniparook,52.941,12.262,1,5,0,4.222,6,50,50,58.333,2,1,18,34,1,0,0
2026-01-02 08:00:50,15.861,kar72,48.649,14.861,4,6,0,3.833,22,35.714,53.659,47.368,5,13,36,74,2,2,0
2026-01-02 08:00:50,10.357,Selaph,46.552,7.782,1,11,0,4.963,15,44.118,47.17,48.276,4,4,54,116,3,1,1
2026-01-02 08:00:50,14.31,neoburnz,41.86,6.954,1,23,1,5.037,15,63.333,32.759,39.024,4,6,54,129,0,4,1
2026-01-02 08:00:50,11.849,JuliAless64,40.31,6.596,0,23,1,5.058,16,63.333,31.034,36.585,4,7,52,129,0,4,1
2026-01-02 08:00:50,12.467,mrwolf2,38.889,11.284,5,11,1,3.929,21,60,31.579,38.71,6,9,42,108,3,2,0
2026-01-02 08:00:50,11.995,md22,37.719,10.472,3,20,0,3.953,25,39.286,54,13.889,9,9,43,114,4,1,0
2026-01-02 08:00:50,10.437,cafezinho,37.584,7.407,1,12,1,4.571,20,46.512,38.333,28.261,6,2,56,149,2,2,1
