player name,guess rate,usefulness,avg diff,erigs,avg /8 correct,OP guess rate,ED guess rate,IN guess rate,rigs,rigs hit,correct count,song count,Rigs missed,Offlist GR,,
Emdiel,56.122,14.097,26.848,6,3.473,48,62.162,55.556,34,31,55,98,3,37.50%,,88
AsahinaMafuyu,54.902,9.827,28.308,2,4.304,60,45.455,63.158,39,37,56,102,2,30.16%,,144
KanzakiRanko,51.961,8.593,28.529,3,4.415,50,43.182,63.158,24,24,53,102,0,37.18%,,220
Ephemeral,50.694,8.543,29.292,3,4.479,45.161,55.102,50,47,43,73,144,4,30.93%,,109
Neumann,50.694,8.114,29.953,1,4.493,56.667,49.123,49.123,58,54,73,144,4,22.09%,,221
TamakiKousaka,49.02,11.281,24.757,1,3.54,66.667,55.102,28.125,27,26,50,102,1,32.00%,,275
provenance,47.059,11.094,24.068,3,3.562,71.429,44.898,34.375,38,34,48,102,4,21.88%,,289
Fumiii,46.212,7.667,28.049,1,4.361,46.429,42.553,49.123,39,34,61,132,5,29.03%,,119
denero,46.154,9.63,27.818,1,3.812,60,43.59,42.222,29,24,48,104,5,32.00%,,140
Shitdoni,45.69,8.225,31.163,3,4.472,80,32.653,40.476,75,47,53,116,28,14.63%,,288
JuliAless64,45.37,9.318,28.53,1,3.959,61.111,38.462,45.098,36,30,49,108,6,26.39%,,79
isabella,45.139,8.635,27.734,7,4.338,83.333,36.842,33.333,20,16,65,144,4,39.52%,,55
Floth,44.231,9.665,27.224,3,3.783,50,41.026,44.444,28,25,46,104,3,27.63%,,179
Maki04,43.966,6.806,29.444,0,4.588,48,48.98,35.714,42,31,51,116,11,27.03%,,113
Casandra,41.667,8.964,26.932,2,3.889,61.111,46.154,31.373,37,28,45,108,9,23.94%,,40
Nephirea,40.517,7.541,30.365,2,4.383,32,36.735,50,31,31,47,116,0,18.82%,,318
Beokros,37.778,9.569,27.247,4,3.5,21.739,41.667,45.161,24,21,34,90,3,19.70%,,87
Konsumenci,37.755,7.823,25.495,1,3.865,40,37.838,36.111,21,17,37,98,4,25.97%,,123
Yolowolf75,37.5,6.337,27.468,0,4.139,78.947,38.776,7.143,40,26,36,96,14,17.86%,,181
AineYuuki,36.806,4.514,31.476,1,5.038,51.613,30.612,34.375,38,35,53,144,3,16.98%,,319
Tapumomo_,35.556,6.441,29.441,0,4.094,26.087,33.333,45.161,22,16,32,90,6,23.53%,,146
yasashiikumo,35.417,4.407,30.199,0,4.843,43.333,42.105,24.561,33,24,51,144,9,24.32%,,241
Serozero,33.898,5.405,25.799,0,4.35,42.308,28.571,34.884,36,28,40,118,8,14.63%,,236
Flato,33.333,4.833,28.481,0,4.469,57.895,32.653,17.857,20,17,32,96,3,19.74%,,327
Python,32.692,9.283,23.522,5,3.324,20,33.333,37.778,29,27,34,104,2,9.33%,,219
Skychael,32.353,7.093,24.161,0,3.758,28.571,32.653,34.375,27,22,33,102,5,14.67%,,160
Dry,32.203,5.889,24.621,1,4.184,42.308,26.531,32.558,49,37,38,118,12,1.45%,,228
Progenitor,32.203,5.996,28.008,2,4.184,38.462,42.857,16.279,27,22,38,118,5,17.58%,,238
Swapin,31.944,3.666,31.204,0,5.065,60,26.316,22.807,30,25,46,144,5,18.42%,,325
KNotAnyMore,31.373,4.439,30.155,1,4.719,25,22.727,44.737,31,24,32,102,7,11.27%,,324
uy5gf,29.63,5.416,27.251,1,4.219,44.444,23.077,29.412,31,20,32,108,11,15.58%,,148
Pengvinen,29.31,4.203,32.246,2,5.029,32,30.612,26.19,19,19,34,116,0,15.46%,,254
thjalago,28.889,8.357,25.258,4,3.346,17.391,27.778,38.71,20,19,26,90,1,10.00%,,147
psirockin,28.03,5.001,27.28,3,4.514,32.143,19.149,33.333,37,27,37,132,10,10.53%,,180
Wolbachia,27.551,6.129,25.483,2,3.889,20,27.027,33.333,23,21,27,98,2,8.00%,,207
Naizuri,26.852,2.676,31.172,0,5.138,50,20.513,23.529,18,15,29,108,3,15.56%,,344
fiftypercentweeb,26.667,5.305,30.375,0,3.917,26.087,25,29.032,24,16,24,90,8,12.12%,,336
miiarad,25.49,4.653,28.866,0,4.154,19.048,22.449,34.375,14,14,26,102,0,13.64%,,285
Toastation,23.469,4.658,31.395,1,3.913,16,32.432,19.444,26,16,23,98,10,9.72%,,342
TateyamaAyano,22.549,4.487,28.291,2,4.261,40,13.636,23.684,35,19,23,102,16,5.97%,,174
KanaKanowata,21.97,3.776,28.901,1,4.483,28.571,17.021,22.807,27,20,29,132,7,8.57%,,264
lilycat,21.154,4.298,26.095,1,4.091,45,20.513,11.111,13,11,22,104,2,12.09%,,303
KitasanBlack,15.972,2.317,31.221,0,4.913,9.677,22.449,14.062,62,20,23,144,42,3.66%,,293
Rhummy,10.417,2.201,24.17,1,4.1,10.526,8.163,14.286,19,10,10,96,9,0.00%,,253
,,,,,,,,,,,,,,,,
2024-11-18,,,,,,,,,,,,,,,,#N/A
FORTNAYT,70.69,15.272,27.995,5,3.841,88.889,73.585,60,30,30,82,116,0,60.47%,,28
isabella,60.952,12.105,26.927,4,4.172,75,56.41,58.696,19,18,64,105,1,53.49%,,55
cafezinho,55.319,9.912,29.11,4,4.346,71.429,50,51.351,42,33,52,94,9,36.54%,,106
oh95,53.788,11.945,25.787,10,3.915,61.538,40.426,61.017,48,42,71,132,6,34.52%,,177
KanzakiRanko,53.763,13.071,25.657,4,3.58,50,52.632,56.41,24,24,50,93,0,37.68%,,220
Ephemeral,47.273,6.096,28.91,1,4.827,42.105,39.024,56,33,28,52,110,5,31.17%,,109
BigSmo,45.714,7.001,29.95,4,4.875,45,33.333,56.522,41,30,48,105,11,28.13%,,230
Progenitor,45.455,6.108,28.66,1,4.717,38.462,55.319,40.678,42,36,60,132,6,26.67%,,238
FuyukoMayuzumi,43.81,6.182,31.638,1,4.87,40,46.154,43.478,32,29,46,105,3,23.29%,,319
Floth,43.636,7.166,28.134,3,4.604,36.842,41.463,48,22,21,48,110,1,30.68%,,179
Pengvinen,39.362,5.382,30.244,0,4.73,66.667,38.889,24.324,22,21,37,94,1,22.22%,,254
Flato,38.71,7.263,29.209,0,4,62.5,36.842,30.769,26,23,36,93,3,19.40%,,327
Oshino_bu,36.364,5.148,28.419,1,4.708,23.077,36.17,42.373,36,30,48,132,6,18.75%,,199
rorf,36.17,6.426,27.837,2,4.382,23.81,36.111,43.243,20,18,34,94,2,21.62%,,201
Swapin,35.106,6.285,29.72,3,4.515,57.143,27.778,29.73,26,22,33,94,4,16.18%,,325
Naizuri,34.848,4.243,29.595,0,4.87,46.154,36.17,28.814,41,35,46,132,6,12.09%,,344
yasashiikumo,34.545,5.112,28.035,0,4.605,31.579,41.463,30,28,23,38,110,5,18.29%,,241
Wolbachia,31.818,6.653,26.1,4,4.171,21.053,24.39,42,19,14,35,110,5,23.08%,,207
Serozero,29.31,4.622,27.524,2,4.735,27.778,26.415,33.333,33,26,34,116,7,9.64%,,236
KNotAnyMore,29.31,4.752,31.403,2,4.618,27.778,24.528,35.556,27,24,34,116,3,11.24%,,324
oolli,27.957,5.965,27.99,2,4,37.5,28.947,23.077,32,22,26,93,10,6.56%,,172
icefeed2,27.586,4.195,30.85,0,4.531,33.333,28.302,24.444,32,22,32,116,10,11.90%,,269
miiarad,25.806,4.788,27.778,2,4.333,25,26.316,25.641,16,15,24,93,1,11.69%,,285
JustaWeirdo,25.714,2.349,30.063,0,5.556,10,25.641,32.609,20,19,27,105,1,9.41%,,171
,,,,,,,,,,,,,,,,
2024-11-19,,,,,,,,,,,,,,,,#N/A
PoolNoodle,70.909,18.232,25.012,10,3.803,56.25,67.123,83.333,32,31,117,165,1,64.66%,,21
neoburnz,67.153,14.28,26.908,4,4.272,61.905,70.175,66.102,53,51,92,137,2,48.81%,,59
wideFrogeWorried,51.825,9.195,27.726,1,4.592,61.905,49.123,50.847,41,40,71,137,1,32.29%,,128
Pile,50,9.197,28.171,2,4.583,81.481,49.296,38.571,81,61,84,168,20,26.44%,,81
eaJ,50,11.177,26.595,4,4.258,41.667,49.091,55.556,31,30,62,124,1,34.41%,,117
Ephemeral,47.581,9.157,27.381,3,4.508,41.667,38.182,62.222,38,34,59,124,4,29.07%,,109
Maki04,45.833,8.659,28.378,3,4.584,59.259,49.296,37.143,65,55,77,168,10,21.36%,,113
Python,42.424,9.49,26.472,4,4.171,53.125,39.726,40,59,58,70,165,1,11.32%,,219
denero,42.262,8.071,28.935,4,4.634,62.963,35.211,41.429,47,40,71,168,7,25.62%,,140
kyrno,38.686,6.629,28.37,2,4.774,47.619,43.86,30.508,41,37,53,137,4,16.67%,,278
yasashiikumo,31.515,5.743,28.068,2,4.5,43.75,32.877,23.333,40,32,52,165,8,16.00%,,241
_nadeshiko,31.452,7.633,26.158,5,4.282,62.5,27.273,20,15,14,39,124,1,22.94%,,330
Nephirea,31.387,4.928,29.201,1,4.93,28.571,31.579,32.203,22,22,43,137,0,18.26%,,318
Oshino_bu,30.357,5.297,28.218,2,4.824,37.037,26.761,31.429,44,31,51,168,13,16.13%,,199
Dry,23.03,3.45,26.566,0,4.842,21.875,27.397,18.333,60,33,38,165,27,4.76%,,228
Skychael,20.161,4.383,24.947,1,4.36,4.167,20,28.889,25,20,25,124,5,5.05%,,160
,,,,,,,,,,,,,,,,
2024-11-19,,,,,,,,,,,,,,,,#N/A
Arkana,81.022,21.859,24.958,4,3.757,81.481,84.483,76.923,46,44,111,137,2,73.63%,,3
AKl,72.174,22.757,24.251,10,3.458,83.333,70.909,69.048,45,41,83,115,4,60.00%,,4
yahallonyanpasu,56.693,16.448,23.466,6,3.653,62.5,61.818,47.917,35,29,72,127,6,46.74%,,16
Rissa,55.645,14.438,25.381,4,4.072,63.636,47.727,58.621,41,40,69,124,1,34.94%,,47
isabella,54,14.022,26.835,1,3.87,84.615,51.111,47.619,19,19,54,100,0,43.21%,,55
KanzakiRanko,53.846,12.788,28.152,1,4.018,16.667,57.447,60,29,29,56,104,0,36.00%,,220
Alkios,53.285,11.553,26.395,0,4.233,70.37,51.724,46.154,24,22,73,137,2,45.13%,,84
FaLiLV,46.018,11.911,26.336,4,3.923,52.381,42.308,47.5,32,26,52,113,6,32.10%,,83
Pile,45.614,11.569,27.137,3,3.962,52.941,42,46.809,46,28,52,114,18,35.29%,,81
Jessi,42.105,10.74,25.8,4,4.083,47.059,28,55.319,34,33,48,114,1,18.75%,,226
MrWolf,41.935,10.556,23.964,4,4.212,36.364,38.636,46.552,43,33,52,124,10,23.46%,,103
TamakiKousaka,41.593,11.218,27.151,3,3.83,57.143,36.538,40,23,18,47,113,5,32.22%,,275
cafezinho,41,10.933,25.276,2,3.805,46.154,40,40.476,37,32,41,100,5,14.29%,,106
Progenitor,40.385,8.391,28.936,1,4.357,25,44.681,40,31,29,42,104,2,17.81%,,238
Ephemeral,40.385,8.737,28.343,2,4.286,16.667,40.426,46.667,32,27,42,104,5,20.83%,,109
rorf,40.323,8.483,25.744,1,4.54,40.909,45.455,36.207,28,26,50,124,2,25.00%,,201
Oshino_bu,35.036,7.434,28.956,1,4.458,33.333,37.931,32.692,46,34,48,137,12,15.38%,,199
LaggyGlassySky,34.646,8.05,27.302,3,4.227,29.167,34.545,37.5,33,30,44,127,3,14.89%,,265
SaikiChan,32.174,7.989,26.355,1,3.973,50,25.455,33.333,17,17,37,115,0,20.41%,,115
Skychael,30.973,7.151,27.678,0,4.114,33.333,25,37.5,29,24,35,113,5,13.10%,,160
VuhrCulls,28.696,5.748,28.663,1,4.424,27.778,32.727,23.81,28,27,33,115,1,6.90%,,223
Nephirea,28.226,5.757,27.926,3,4.914,9.091,38.636,27.586,21,20,35,124,1,14.56%,,318
Konsumenci,28,8.044,23.496,4,3.929,30.769,13.333,42.857,17,14,28,100,3,16.87%,,123
Wolbachia,27.559,7.363,24.799,1,3.943,16.667,27.273,33.333,24,22,35,127,2,12.62%,,207
lilycat,27.559,4.598,28.59,0,4.8,41.667,20,29.167,18,13,35,127,5,20.18%,,303
miiarad,26.087,4.147,29.202,0,4.733,27.778,30.909,19.048,23,19,30,115,4,11.96%,,285
Swapin,24,5.299,29.264,2,4.333,53.846,20,19.048,18,16,24,100,2,9.76%,,325
psirockin,22.124,3.784,28.189,0,4.68,47.619,15.385,17.5,31,18,25,113,13,8.54%,,180
IAmAsianNoob,20.175,3.636,29.166,1,4.783,5.882,16,29.787,17,15,23,114,2,8.25%,,164
Janoxx,20.175,4.976,25.363,2,4.13,47.059,14,17.021,11,11,23,114,0,11.65%,,121
JustaWeirdo,19.708,2.424,29.736,0,5.37,25.926,12.069,25,25,19,27,137,6,7.14%,,171
Pengvinen,18.269,3.834,29.43,2,4.737,25,12.766,22.222,13,13,19,104,0,6.59%,,254
,,,,,,,,,,,,,,,,
2024-11-24,,,,,,,,,,,,,,,,#N/A
theyingster,88.288,22.312,26.686,10,3.847,100,86.047,86.538,33,31,98,111,2,85.90%,,2
AKl,82.143,23.804,24.492,10,3.467,88.235,83.019,78.571,52,49,92,112,3,71.67%,,4
Arkana,76.106,22.215,24.102,11,3.5,92.308,77.551,70.588,38,36,86,113,2,66.67%,,3
Rissa,64.545,14.691,26.39,4,3.986,52.632,65.909,68.085,48,45,71,110,3,41.94%,,47
KanzakiRanko,63.918,13.009,28.678,2,4.242,68.421,55.556,69.048,35,34,62,97,1,45.16%,,220
TomoriKusunoki,59.406,15.021,27.933,6,3.817,46.154,57.143,65.217,36,33,60,101,3,41.54%,,77
isabella,56.383,11.366,27.394,2,4.17,77.273,44.118,55.263,21,17,53,94,4,49.32%,,55
Neumann,50.495,10.325,26.803,2,4.176,61.538,40.476,56.522,30,28,51,101,2,32.39%,,221
Nephirea,49.485,9.256,29.163,1,4.375,36.842,47.222,57.143,32,31,48,97,1,26.15%,,318
Fumiii,48.649,6.773,29.788,0,4.87,43.75,44.186,53.846,47,43,54,111,4,17.19%,,119
FuyukoMayuzumi,47.423,8.075,29.258,0,4.522,52.632,38.889,52.381,30,28,46,97,2,26.87%,,319
FaLiLV,47.368,11.262,26.008,2,3.87,55,46.939,44.444,26,23,54,114,3,35.23%,,83
cafezinho,46.809,9.21,28.1,0,4.159,40.909,52.941,44.737,40,32,44,94,8,22.22%,,106
AsahinaMafuyu,46.739,9.263,27.608,2,4.395,42.857,41.86,54.286,39,34,43,92,5,16.98%,,144
Emdiel,45.652,7.991,27.66,0,4.524,35.714,48.837,45.714,42,34,42,92,8,16.00%,,88
Dummy_,44.144,6.238,29.512,1,4.898,31.25,27.907,61.538,26,23,49,111,3,30.59%,,1
Python,40.909,7.493,27.669,1,4.444,36.842,36.364,46.809,26,25,45,110,1,23.81%,,219
Bommie,39.13,5.018,28.469,0,5.056,35.714,27.907,54.286,38,28,36,92,10,14.81%,,150
Zeal_Kido,38.75,10.925,21.722,3,3.452,57.895,35.484,30,27,23,31,80,4,15.09%,,105
Progenitor,38.144,7.975,26.434,2,4.27,36.842,52.778,26.19,32,31,37,97,1,9.23%,,238
Flato,38.053,7.521,29.588,3,4.372,38.462,38.776,37.255,36,31,43,113,5,15.58%,,327
Shitdoni,36.634,7.799,26.621,1,4.108,38.462,28.571,43.478,62,31,37,101,31,15.38%,,288
SaikiChan,35.088,10.109,25.293,5,3.6,35,36.735,33.333,17,16,40,114,1,24.74%,,115
denero,33.333,6.858,28.384,2,4.263,45,38.776,22.222,22,18,38,114,4,21.74%,,140
Tapumomo_,33.036,7.723,25.956,3,4.081,35.294,33.962,30.952,31,27,37,112,4,12.35%,,146
Konsumenci,32.743,6.543,26.402,1,4.27,38.462,26.531,37.255,23,19,37,113,4,20.00%,,123
Serozero,29.787,5.002,27.732,2,4.643,45.455,23.529,26.316,23,18,28,94,5,14.08%,,236
thjalago,28.829,4.817,27.819,0,4.719,12.5,16.279,44.231,22,21,32,111,1,12.36%,,147
Janoxx,28.75,9.387,20.319,3,3.087,36.842,35.484,16.667,18,16,23,80,2,11.29%,,121
lilycat,28.182,4.748,28.357,0,4.419,47.368,31.818,17.021,9,9,31,110,0,21.78%,,303
provenance,27.679,4.945,26.355,0,4.452,41.176,30.189,19.048,24,20,31,112,4,12.50%,,289
Pengvinen,27.273,4.389,29.685,0,4.633,26.316,25,29.787,25,23,30,110,2,8.24%,,254
IAmAsianNoob,25,2.864,29.852,0,5.348,14.286,25.581,28.571,16,15,23,92,1,10.53%,,164
psirockin,23.214,4.075,27.138,1,4.692,29.412,26.415,16.667,28,20,26,112,8,7.14%,,180
VuhrCulls,20,4.995,29.014,1,3.688,26.316,19.355,16.667,15,15,16,80,0,1.54%,,223
miiarad,19.298,4.23,28.044,1,4.091,35,16.327,15.556,20,17,22,114,3,5.32%,,285
JustaWeirdo,17.021,2.398,29.458,0,4.812,22.727,14.706,15.789,10,8,16,94,2,9.52%,,171
ranny,15,4.459,22.638,3,3.667,26.316,9.677,13.333,16,7,12,80,9,7.81%,,338
Rhummy,14.159,3.314,24.895,0,3.75,15.385,18.367,9.804,27,15,16,113,12,1.16%,,253
KitasanBlack,8.911,1.922,31.369,1,4.889,15.385,4.762,10.87,47,8,9,101,39,1.85%,,293
,,,,,,,,,,,,,,,,
2024-11-24,,,,,,,,,,,,,,,,#N/A
Thaleko,67.708,16.638,27.11,5,3.431,53.846,64.865,73.913,29,27,65,96,2,56.72%,,52
Rissa,57.018,15.369,26.352,8,3.354,64.286,50,63.636,42,40,65,114,2,34.72%,,47
KanzakiRanko,55.263,12.483,28.433,6,3.746,41.667,47.826,70.455,31,30,63,114,1,39.76%,,220
MahiruShiina,50.407,10.828,27.844,4,3.79,55,48.214,51.064,57,48,62,123,9,21.21%,,70
wideFrogeWorried,49.515,11.694,26.372,4,3.529,31.818,61.702,44.118,35,34,51,103,1,25.00%,,128
Fumiii,48.246,8.866,29.632,1,4.036,33.333,47.826,56.818,50,42,55,114,8,20.31%,,119
Shitdoni,45.528,9.428,29.327,0,3.857,60,39.286,46.809,75,46,56,123,29,20.83%,,288
Mami,44.898,10.451,27.274,3,3.591,41.176,50,40.541,17,14,44,98,3,37.04%,,274
Nephirea,41.667,7.195,30.005,0,4.125,15.385,37.838,52.174,30,30,40,96,0,15.15%,,318
denero,38.835,8.324,27.419,1,3.775,50,42.553,26.471,26,19,40,103,7,27.27%,,140
Lakumix,36.735,8.292,25.113,3,3.694,29.412,38.636,37.838,26,24,36,98,2,16.67%,,286
legrandort,35.088,7.03,30.217,3,4.05,25,36.957,38.636,35,32,40,114,3,10.13%,,159
mahzrunner,33.981,6.916,27.739,3,3.914,27.273,27.66,47.059,29,22,35,103,7,17.57%,,143
Janoxx,30.208,9.075,23.378,6,3.138,53.846,35.135,19.565,17,17,29,96,0,15.19%,,121
_nadeshiko,28.571,5.682,25.269,1,3.964,41.176,34.091,16.216,7,6,28,98,1,24.18%,,330
Skychael,28.455,7.047,29.184,5,3.629,30,32.143,23.404,27,24,35,123,3,11.46%,,160
tskr,28.07,4.782,31.322,2,4.344,14.286,21.429,40.909,37,22,32,114,15,12.99%,,328
Konsumenci,25.439,4.504,26.284,1,4.345,28.571,21.429,29.545,18,13,29,114,5,16.67%,,123
miiarad,23.684,4.365,29.933,1,4.185,14.286,23.214,27.273,17,15,27,114,2,12.37%,,285
KitasanBlack,17.886,2.799,31.436,0,4.591,5,16.071,25.532,55,19,22,123,36,4.41%,,293
Catge,15.789,1.435,33.014,0,5.333,20.833,17.391,11.364,24,14,18,114,10,4.44%,,322
JustaWeirdo,14.563,3.163,24.586,1,4,18.182,12.766,14.706,12,11,15,103,1,4.40%,,171
2skr,14.286,4.702,23.403,5,3,5.882,9.091,24.324,17,12,14,98,5,2.47%,,334
Rhummy,9.375,2.465,29.069,2,3.778,15.385,8.108,8.696,11,5,9,96,6,4.71%,,253
,,,,,,,,,,,,,,,,
2024-11-25,,,,,,,,,,,,,,,,#N/A
kar72,74.59,18.1,26.972,3,3.89,85,81.25,64.815,36,33,91,122,3,67.44%,,20
neoburnz,55.725,13.166,26.794,3,3.904,47.368,57.627,56.604,33,31,73,131,2,42.86%,,59
wideFrogeWorried,54.248,12.559,28.006,5,4,59.259,63.333,43.939,44,41,83,153,3,38.53%,,128
Ephemeral,53.279,11.37,28.396,4,4.262,50,54.167,53.704,46,45,65,122,1,26.32%,,109
eaJ,49.254,11.694,25.617,4,4.045,45.455,54.237,45.283,34,32,66,134,2,34.00%,,117
Ailane,46.269,8.443,28.74,0,4.387,45.455,47.458,45.283,33,30,62,134,3,31.68%,,202
Pile,39.869,8.072,28.644,4,4.328,51.852,33.333,40.909,59,42,61,153,17,20.21%,,81
Floth,39.344,7.535,29.199,1,4.438,40,33.333,44.444,29,27,48,122,2,22.58%,,179
Python,38.931,10.965,26.442,3,3.647,36.842,40.678,37.736,34,34,51,131,0,17.53%,,219
MoltenAshes,37.908,5.8,29.804,0,4.707,51.852,38.333,31.818,30,25,58,153,5,26.83%,,102
Oshino_bu,35.821,7.387,27.554,2,4.25,40.909,40.678,28.302,38,29,48,134,9,19.79%,,199
fiftypercentweeb,29.771,6.286,29.391,0,4.179,31.579,28.814,30.189,41,34,39,131,7,5.56%,,336
ss_r_white_pony,26.866,5.652,27.258,1,4.333,31.818,22.034,30.189,19,15,36,134,4,18.26%,,291
VuhrCulls,20.611,4.285,27.732,2,4.333,36.842,27.119,7.547,26,22,27,131,4,4.76%,,223
ranny,16.993,3.526,26.436,2,4.346,22.222,23.333,9.091,24,13,26,153,11,10.08%,,338
TateyamaAyano,12.295,2.676,29.757,2,4.467,10,6.25,18.519,26,14,15,122,12,1.04%,,174
,,,,,,,,,,,,,,,,
2024-11-25,,,,,,,,,,,,,,,,#N/A
FORTNAYT,74.783,13.862,26.989,4,4.291,73.684,76.744,73.585,31,31,86,115,0,65.48%,,28
KanzakiRanko,55.446,12.642,27.421,5,3.714,62.5,53.333,55,35,35,56,101,0,31.82%,,220
denero,53.043,5.994,29.344,0,5.148,52.632,41.86,62.264,37,34,61,115,3,34.62%,,140
isabella,50.833,9.882,27.051,2,4.164,47.826,50,52.941,28,26,61,120,2,38.04%,,55
Nephirea,49.565,6.461,28.607,2,5.018,47.368,37.209,60.377,31,31,57,115,0,30.95%,,318
wideFrogeWorried,44.681,9.599,27.552,5,3.929,46.667,45.714,43.182,25,23,42,94,2,27.54%,,128
Jessi,44.444,9.567,26.717,3,3.833,63.158,46.341,35.417,29,29,48,108,0,24.05%,,226
Zeal_Kido,43.617,9.753,25.454,5,3.854,53.333,37.143,45.455,39,29,41,94,10,21.82%,,105
rorf,42.574,10.732,26.378,6,3.558,50,51.111,30,37,33,43,101,4,15.63%,,201
Bommie,42.5,5.507,29.739,0,4.941,30.435,36.957,52.941,47,40,51,120,7,15.07%,,150
RaidenMei,42.453,11.555,25.892,9,3.467,50,43.182,38.095,32,28,45,106,4,22.97%,,275
Progenitor,37.037,7.131,26.877,3,4.125,36.842,53.659,22.917,25,22,40,108,3,21.69%,,238
SaikiChan,33.962,8.338,26.37,5,3.667,50,29.545,30.952,16,15,36,106,1,23.33%,,115
Swapin,32.979,7.148,27.066,2,3.935,53.333,31.429,27.273,25,22,31,94,3,13.04%,,325
Kirox,31.481,7.169,26.502,3,3.794,36.842,29.268,31.25,34,26,34,108,8,10.81%,,175
yasashiikumo,30.833,3.2,30.373,0,5.324,26.087,34.783,29.412,25,20,37,120,5,17.89%,,241
FuyukoMayuzumi,29.703,5.497,28.894,1,4.233,31.25,24.444,35,17,16,30,101,1,16.67%,,319
KitasanBlack,29.565,2.444,31.491,0,5.765,31.579,27.907,30.189,50,27,34,115,23,10.77%,,293
Pengvinen,28.333,4.017,30.922,0,4.971,26.087,30.435,27.451,16,16,34,120,0,17.31%,,254
tskr,23.585,3.923,31.377,1,4.64,35,15.909,26.19,28,20,25,106,8,6.41%,,328
JustaWeirdo,22.34,3.65,24.778,1,4.476,20,22.857,22.727,21,20,21,94,1,1.37%,,171
2skr,21.782,4.313,27.909,1,4.136,6.25,20,30,20,17,22,101,3,6.17%,,334
IAmAsianNoob,21.698,3.977,28.103,0,4.217,10,25,23.81,15,13,23,106,2,10.99%,,164
Rhummy,9.259,2.755,28.838,1,2.8,10.526,4.878,12.5,18,7,10,108,11,3.33%,,253
,,,,,,,,,,,,,,,,
2024-11-26,,,,,,,,,,,,,,,,#N/A
FORTNAYT,73.288,15.22,28.746,3,4.467,72.727,87.273,60.345,39,38,107,146,1,64.49%,,28
AyameNakirium,66.935,16.48,26.495,0,3.94,75,65.957,64.151,103,70,83,124,33,61.90%,,48
Thaleko,62.903,15.587,26.004,6,4.192,77.778,48.889,67.308,52,45,78,124,7,45.83%,,52
yahallonyanpasu,53.125,14.385,23.522,4,3.794,83.333,44.828,47.826,36,29,68,128,7,42.39%,,16
Anoru_,51.799,11.307,27.849,2,4.403,66.667,44.444,50.909,45,37,72,139,8,37.23%,,45
denero,50,7.64,30.687,1,5.027,54.545,56.364,41.379,39,35,73,146,4,35.51%,,140
JuliAless64,50,10.578,28.46,1,4.212,52.381,55,43.137,47,43,66,132,4,27.06%,,79
KanzakiRanko,50,13.002,28.187,4,3.966,26.087,52,60,36,36,59,118,0,28.05%,,220
isabella,48.837,12.561,26.839,2,3.921,80,39.535,39.286,19,18,63,129,1,40.91%,,55
Beokros,46.61,12.533,25.472,4,3.891,43.478,46,48.889,38,35,55,118,3,25.00%,,87
Fumiii,45.161,10.439,27.581,5,4.482,46.154,38.298,50.98,44,43,56,124,1,16.25%,,119
Python,44.355,9.014,26.516,3,4.655,55.556,33.333,48.077,44,37,55,124,7,22.50%,,219
cum_,41.935,9.381,25.269,3,4.288,41.667,46.809,37.736,38,33,52,124,5,22.09%,,104
cafezinho,41.86,9.43,28.64,1,4.278,46.667,41.86,39.286,48,37,54,129,11,20.99%,,106
mahzrunner,41.096,7.146,28.489,2,4.883,33.333,38.182,48.276,35,28,60,146,7,28.83%,,143
Tapumomo_,40.323,7.954,26.506,2,4.76,33.333,44.444,40.385,36,31,50,124,5,21.59%,,146
Ephemeral,38.76,9.247,28.436,3,4.16,36.667,44.186,35.714,29,28,50,129,1,22.00%,,109
Jakemonkey,38.71,7.244,28.242,1,4.562,45.833,40.426,33.962,27,24,48,124,3,24.74%,,134
Progenitor,38.129,7.124,29.063,2,4.774,46.667,51.852,20,38,35,53,139,3,17.82%,,238
Nephirea,36.29,5.944,29.647,0,4.933,22.222,40,40.385,24,24,45,124,0,21.00%,,318
Baikinman,35.938,7.483,26.634,2,4.304,79.167,20.69,32.609,59,29,46,128,30,24.64%,,91
Janoxx,33.898,11.124,23.683,7,3.675,60.87,24,31.111,21,21,40,118,0,19.59%,,121
Serozero,33.594,8.99,26.826,4,3.953,41.667,31.034,32.609,41,31,43,128,10,13.79%,,236
Swapin,33.094,5.812,29.062,1,4.848,43.333,33.333,27.273,33,25,46,139,8,19.81%,,325
Pengvinen,31.507,4.551,31.24,1,5.283,30.303,36.364,27.586,26,25,46,146,1,17.50%,,254
FuyukoMayuzumi,23.485,3.958,30.658,0,4.742,19.048,21.667,27.451,25,19,31,132,6,11.21%,,319
Dounutbeater,23.438,5.778,24.977,1,3.933,29.167,13.793,32.609,29,23,30,128,6,7.07%,,279
KNotAnyMore,21.705,3.331,31.361,0,4.964,10,30.233,21.429,31,21,28,129,10,7.14%,,324
Dry,20.968,3.879,26.211,0,4.5,20.833,23.404,18.868,37,23,26,124,14,3.45%,,228
lilycat,20.69,5.038,26.692,1,4.417,21.739,24,16.279,14,9,24,116,5,14.71%,,303
,,,,,,,,,,,,,,,,
2024-11-27,,,,,,,,,,,,,,,,#N/A
Thaleko,66.667,13.696,27.172,8,4.013,73.077,53.659,73.585,36,34,80,120,2,54.76%,,52
Anoru_,61.062,15.511,27.783,10,3.333,81.818,57.143,54.762,41,33,69,113,8,50.00%,,45
